BX = 000 Event : 1
3 0 0110100|001|011|110 0x685E
5 0 0010101|000|111|110 0x2A3E
6 0 0011001|010|100|011 0x32A3
BX = 001 Event : 2
3 0 0000000|001|101|010 0x006A
3 1 0000001|010|101|010 0x02AA
3 2 0101110|001|011|001 0x5C59
3 3 0110001|001|101|011 0x626B
4 0 0110111|100|100|010 0x6F22
4 1 0111000|000|011|011 0x701B
6 0 0010100|010|000|001 0x2881
BX = 010 Event : 3
1 0 0011001|010|010|111 0x3297
3 0 0100100|010|101|010 0x48AA
6 0 0010001|000|110|111 0x2237
7 0 0010101|010|101|111 0x2AAF
BX = 011 Event : 4
1 0 1000011|100|101|111 0x872F
4 0 0000010|001|100|001 0x0461
4 1 0000100|001|111|011 0x087B
4 2 0001100|000|110|110 0x1836
4 3 1011111|001|001|000 0xBE48
4 4 1100000|010|101|011 0xC0AB
4 5 1100011|010|101|110 0xC6AE
4 6 1100100|010|101|110 0xC8AE
6 0 0101010|010|110|000 0x54B0
BX = 100 Event : 5
0 0 0100111|001|101|011 0x4E6B
0 1 0101000|100|111|100 0x513C
2 0 0110010|000|101|011 0x642B
3 0 0000111|001|100|100 0x0E64
3 1 0110110|010|100|000 0x6CA0
3 2 0111000|010|100|001 0x70A1
3 3 0111011|000|110|010 0x7632
4 0 0010000|001|011|110 0x205E
4 1 1000000|010|001|110 0x808E
5 0 0010111|001|101|111 0x2E6F
BX = 101 Event : 6
0 0 0100111|010|100|010 0x4EA2
2 0 0101110|011|101|110 0x5CEE
3 0 0000110|000|111|101 0x0C3D
5 0 0010101|000|001|001 0x2A09
5 1 0011000|100|011|100 0x311C
BX = 110 Event : 7
0 0 0100011|000|111|011 0x463B
0 1 0100100|100|111|100 0x493C
1 0 0101010|001|100|111 0x5467
2 0 0101001|001|100|000 0x5260
2 1 0101100|100|110|000 0x5930
2 2 0101101|011|011|100 0x5ADC
3 0 0111000|010|100|011 0x70A3
3 1 0111001|000|011|011 0x721B
4 0 0111101|100|110|010 0x7B32
5 0 0001011|001|101|110 0x166E
5 1 0001100|010|101|110 0x18AE
BX = 111 Event : 8
1 0 0011011|001|110|000 0x3670
6 0 0001111|010|110|000 0x1EB0
BX = 000 Event : 9
2 0 0111000|001|011|011 0x705B
2 1 1000000|100|001|110 0x810E
3 0 1001010|000|101|110 0x942E
4 0 0001111|011|001|110 0x1ECE
4 1 1001101|000|100|000 0x9A20
4 2 1001110|100|010|001 0x9D11
4 3 1001111|010|011|010 0x9E9A
5 0 0010101|100|111|001 0x2B39
5 1 0011000|010|100|101 0x30A5
BX = 001 Event : 10
0 0 0010100|010|110|001 0x28B1
0 1 0010110|100|011|101 0x2D1D
3 0 0100001|100|010|000 0x4310
BX = 010 Event : 11
0 0 0100100|001|111|010 0x487A
0 1 0100101|010|000|100 0x4A84
0 2 0100110|010|111|010 0x4CBA
1 0 0101101|100|110|011 0x5B33
1 1 0110001|001|110|101 0x6275
BX = 011 Event : 12
1 0 0101011|010|000|111 0x5687
2 0 0101101|010|010|001 0x5A91
2 1 0101110|001|001|010 0x5C4A
3 0 0111010|010|111|110 0x74BE
4 0 0001110|100|111|100 0x1D3C
5 0 0010011|011|000|000 0x26C0
5 1 0010101|011|000|000 0x2AC0
6 0 0011100|010|110|001 0x38B1
6 1 0011101|001|110|001 0x3A71
BX = 100 Event : 13
2 0 0110100|011|100|111 0x68E7
2 1 0110101|011|101|111 0x6AEF
4 0 0001000|001|101|000 0x1068
4 1 0001011|000|101|011 0x162B
4 2 0001100|000|011|011 0x181B
4 3 0010011|000|101|110 0x262E
4 4 0111100|000|110|011 0x7833
4 5 0111101|000|011|011 0x7A1B
4 6 0111110|100|011|100 0x7D1C
5 0 0010110|001|011|001 0x2C59
5 1 0011010|001|010|010 0x3452
7 0 0100101|100|000|011 0x4B03
7 1 0101000|100|100|110 0x5126
7 2 0101001|000|100|110 0x5226
BX = 101 Event : 14
2 0 0101111|010|011|010 0x5E9A
2 1 0110011|001|100|011 0x6663
3 0 0000000|100|010|001 0x0111
3 1 0111110|100|111|001 0x7D39
4 0 1000010|010|101|101 0x84AD
5 0 0010011|011|000|000 0x26C0
7 0 0011111|100|110|111 0x3F37
7 1 0100010|000|110|111 0x4437
BX = 110 Event : 15
2 0 0110111|010|011|110 0x6E9E
3 0 0111000|011|001|000 0x70C8
3 1 0111011|100|100|010 0x7722
3 2 0111100|100|111|011 0x793B
5 0 0010010|011|001|000 0x24C8
BX = 111 Event : 16
0 0 0101100|001|110|001 0x5871
1 0 0110100|001|101|101 0x686D
1 1 0110101|001|111|111 0x6A7F
2 0 0111100|011|011|101 0x78DD
2 1 0111110|010|100|101 0x7CA5
3 0 1000110|100|100|000 0x8D20
4 0 0001100|001|011|101 0x185D
BX = 000 Event : 17
2 0 0110000|001|111|101 0x607D
3 0 0000101|010|011|110 0x0A9E
3 1 0111011|001|001|101 0x764D
3 2 0111100|100|000|111 0x7907
4 0 0001001|000|100|001 0x1221
4 1 0111110|100|100|001 0x7D21
BX = 001 Event : 18
3 0 0101010|000|011|001 0x5419
3 1 0101100|000|011|011 0x581B
3 2 0101101|000|110|011 0x5A33
3 3 0101110|000|100|100 0x5C24
3 4 0101111|001|100|100 0x5E64
5 0 0001000|000|100|000 0x1020
5 1 0001011|010|001|010 0x168A
5 2 0010011|000|110|110 0x2636
6 0 0010100|010|110|000 0x28B0
6 1 0011001|001|111|111 0x327F
BX = 010 Event : 19
0 0 0100000|010|011|000 0x4098
2 0 0101000|010|111|000 0x50B8
2 1 0101100|001|101|011 0x586B
2 2 0101101|010|010|011 0x5A93
3 0 0000001|010|011|010 0x029A
3 1 0000010|001|101|100 0x046C
3 2 0000011|001|101|101 0x066D
3 3 0110010|100|001|010 0x650A
7 0 0011111|010|011|111 0x3E9F
BX = 011 Event : 20
0 0 0101010|000|000|001 0x5401
3 0 0000101|001|101|100 0x0A6C
3 1 0111001|010|010|000 0x7290
3 2 1000010|100|011|110 0x851E
4 0 0001001|001|110|010 0x1272
4 1 0001011|001|100|101 0x1665
4 2 1000011|000|110|000 0x8630
4 3 1000101|001|101|010 0x8A6A
4 4 1000110|100|011|010 0x8D1A
4 5 1001001|000|011|100 0x921C
BX = 100 Event : 21
4 0 0110001|001|111|010 0x627A
6 0 0011011|010|110|100 0x36B4
7 0 0011111|100|101|011 0x3F2B
BX = 101 Event : 22
2 0 0101111|000|110|110 0x5E36
4 0 0001010|000|100|000 0x1420
BX = 110 Event : 23
0 0 0100101|001|001|001 0x4A49
1 0 0101110|010|110|000 0x5CB0
2 0 1000101|100|110|110 0x8B36
3 0 0000011|100|101|011 0x072B
3 1 0000100|001|110|011 0x0873
4 0 1010000|000|001|001 0xA009
5 0 0010100|001|000|000 0x2840
5 1 0010101|100|010|010 0x2B12
5 2 0011000|000|100|011 0x3023
5 3 0011001|010|101|011 0x32AB
6 0 0100000|100|011|100 0x411C
BX = 111 Event : 24
1 0 0110000|001|101|000 0x6068
1 1 0110010|100|100|001 0x6521
2 0 0110101|010|011|000 0x6A98
2 1 0110110|001|011|000 0x6C58
2 2 0111000|001|100|000 0x7060
3 0 1000000|100|111|100 0x813C
BX = 000 Event : 25
3 0 0000010|001|110|011 0x0473
3 1 0001100|000|100|110 0x1826
3 2 0111000|001|101|011 0x706B
